Date;Météo;Pluie(mm);T°C (12h-15h);Humidité;Météo;Météo_1;Météo_2;Météo_3;Météo_4;Météo_1_Cat;Météo_2_Cat;Météo_3_Cat;Météo_4_Cat
2023-04-02;couvert/vent/pluie;3.0;12.0;;couvert/vent/pluie;couvert;vent;pluie;;COUVERT;VENT;PLUIE;
2023-04-03;pluie;15.0;9.0;;pluie;pluie;;;;PLUIE;;;
2023-04-04;pluie/éclaircie;3.0;9.0;;pluie/éclaircie;pluie;éclaircie;;;PLUIE;ECLAIRCIES;;
2023-04-05;beau;0.0;15.0;;beau;beau;;;;BEAU;;;
2023-04-06;beau;0.0;17.0;;beau;beau;;;;BEAU;;;
2023-04-07;beau;0.0;13.0;;beau;beau;;;;BEAU;;;
2023-04-08;beau;0.0;18.0;;beau;beau;;;;BEAU;;;
2023-04-09;beau;0.0;20.0;;beau;beau;;;;BEAU;;;
2023-04-10;beau;0.0;24.0;;beau;beau;;;;BEAU;;;
2023-04-11;beau;0.0;19.0;;beau;beau;;;;BEAU;;;
2023-04-12;beau;0.0;16.0;;beau;beau;;;;BEAU;;;
2023-04-13;beau/pluie;5.0;17.0;;beau/pluie;beau;pluie;;;BEAU;PLUIE;;
2023-04-14;giboulées;4.0;8.0;;giboulées;giboulées;;;;PLUIE;;;
2023-04-15;giboulées;3.0;11.0;;giboulées;giboulées;;;;PLUIE;;;
2023-04-16;giboulées/éclaircies;1.0;13.0;;giboulées/éclaircies;giboulées;éclaircies;;;PLUIE;ECLAIRCIES;;
2023-04-17;beau;0.0;16.0;;beau;beau;;;;BEAU;;;
2023-04-18;beau;0.0;16.0;;beau;beau;;;;BEAU;;;
2023-04-19;beau;0.0;17.0;;beau;beau;;;;BEAU;;;
2023-04-20;beau;0.0;22.0;;beau;beau;;;;BEAU;;;
2023-04-21;beau;0.0;22.0;;beau;beau;;;;BEAU;;;
2023-04-22;beau;0.0;22.0;;beau;beau;;;;BEAU;;;
2023-04-23;couvert/bruine;0.0;13.0;;couvert/bruine;couvert;bruine;;;COUVERT;PLUIE;;
2023-04-24;beau/pluie;7.0;19.0;;beau/pluie;beau;pluie;;;BEAU;PLUIE;;
2023-04-25;beau;0.0;17.0;;beau;beau;;;;BEAU;;;
2023-04-26;pluie;17.0;15.0;;pluie;pluie;;;;PLUIE;;;
2023-04-27;couvert;2.0;18.0;;couvert;couvert;;;;COUVERT;;;
2023-04-28;voilé/beau;0.0;23.0;;voilé/beau;voilé;beau;;;COUVERT;BEAU;;
2023-04-29;voilé;0.0;24.0;;voilé;voilé;;;;COUVERT;;;
2023-04-30;couvert/pluie;0.0;17.0;;couvert/pluie;couvert;pluie;;;COUVERT;PLUIE;;
2023-05-01;giboulées;36.0;18.0;;giboulées;giboulées;;;;PLUIE;;;
2023-05-02;giboulées/éclaircies;2.0;18.0;;giboulées/éclaircies;giboulées;éclaircies;;;PLUIE;ECLAIRCIES;;
2023-05-03;beau;0.0;20.0;;beau;beau;;;;BEAU;;;
2023-05-04;beau;0.0;25.0;;beau;beau;;;;BEAU;;;
2023-05-05;beau;0.0;25.0;;beau;beau;;;;BEAU;;;
2023-05-06;beau;0.0;23.0;;beau;beau;;;;BEAU;;;
2023-05-07;beau/orage;0.0;24.0;;beau/orage;beau;orage;;;BEAU;ORAGE;;
2023-05-08;averses;8.0;17.0;;averses;averses;;;;PLUIE;;;
2023-05-09;beau;0.0;22.0;;beau;beau;;;;BEAU;;;
2023-05-10;couvert/pluie;15.0;15.0;;couvert/pluie;couvert;pluie;;;COUVERT;PLUIE;;
2023-05-11;pluie/giboulées;2.0;16.0;;pluie/giboulées;pluie;giboulées;;;PLUIE;PLUIE;;
2023-05-12;éclaircies;0.0;15.0;;éclaircies;éclaircies;;;;ECLAIRCIES;;;
2023-05-13;pluie/éclaircies;6.0;17.0;;pluie/éclaircies;pluie;éclaircies;;;PLUIE;ECLAIRCIES;;
2023-05-14;giboulées;15.0;13.0;;giboulées;giboulées;;;;PLUIE;;;
2023-05-15;averses, éclaircies;10.0;15.0;;averses/éclaircies;averses;éclaircies;;;PLUIE;ECLAIRCIES;;
2023-05-16;averses;6.0;11.0;;averses;averses;;;;PLUIE;;;
2023-05-17;pluie/éclaircie;2.0;13.0;;pluie/éclaircie;pluie;éclaircie;;;PLUIE;ECLAIRCIES;;
2023-05-18;beau;0.0;18.0;;beau;beau;;;;BEAU;;;
2023-05-19;couvert;0.0;14.0;;couvert;couvert;;;;COUVERT;;;
2023-05-20;pluie/couvert;4.0;10.0;;pluie/couvert;pluie;couvert;;;PLUIE;COUVERT;;
2023-05-21;éclaircies/beau;0.0;15.0;;éclaircies/beau;éclaircies;beau;;;ECLAIRCIES;BEAU;;
2023-05-22;couvert/beau;0.0;16.0;;couvert/beau;couvert;beau;;;COUVERT;BEAU;;
2023-05-23;pluie/éclaircies;4.0;18.0;;pluie/éclaircies;pluie;éclaircies;;;PLUIE;ECLAIRCIES;;
2023-05-24;temps lourd/orages;6.0;22.0;;temps lourd/orages;temps lourd;orages;;;CHAUD;ORAGE;;
2023-05-25;lourd/orages;25.0;20.0;;lourd/orages;lourd;orages;;;CHAUD;ORAGE;;
2023-05-26;couvert/pluie;6.0;17.0;;couvert/pluie;couvert;pluie;;;COUVERT;PLUIE;;
2023-05-27;beau;0.0;23.0;;beau;beau;;;;BEAU;;;
2023-05-28;beau;0.0;27.0;;beau;beau;;;;BEAU;;;
2023-05-29;beau;0.0;27.0;;beau;beau;;;;BEAU;;;
2023-05-30;beau/orage fort;24.0;27.0;;beau/orage fort;beau;orage fort;;;BEAU;ORAGE;;
2023-05-31;éclaircies;0.0;26.0;;éclaircies;éclaircies;;;;ECLAIRCIES;;;
2023-06-01;beau/pluie;5.0;24.0;;beau/pluie;beau;pluie;;;BEAU;PLUIE;;
2023-06-02;pluie/éclaircies;1.0;22.0;;pluie/éclaircies;pluie;éclaircies;;;PLUIE;ECLAIRCIES;;
2023-06-03;beau;0.0;23.0;;beau;beau;;;;BEAU;;;
2023-06-04;beau/orage;2.0;25.0;;beau/orage;beau;orage;;;BEAU;ORAGE;;
2023-06-05;beau;0.0;26.0;;beau;beau;;;;BEAU;;;
2023-06-06;beau/pluie;5.0;25.0;;beau/pluie;beau;pluie;;;BEAU;PLUIE;;
2023-06-07;beau;0.0;26.0;;beau;beau;;;;BEAU;;;
2023-06-08;beau;0.0;27.0;;beau;beau;;;;BEAU;;;
2023-06-09;beau/orageux;0.0;27.0;;beau/orageux;beau;orageux;;;BEAU;ORAGE;;
2023-06-10;couvert/orage;3.0;26.0;;couvert/orage;couvert;orage;;;COUVERT;ORAGE;;
2023-06-11;beau/orageux;0.0;27.0;;beau/orageux;beau;orageux;;;BEAU;ORAGE;;
2023-06-12;beau/orage;1.0;25.0;;beau/orage;beau;orage;;;BEAU;ORAGE;;
2023-06-13;couvert/orage;31.0;27.0;;couvert/orage;couvert;orage;;;COUVERT;ORAGE;;
2023-06-14;beau/orage;23.0;24.0;;beau/orage;beau;orage;;;BEAU;ORAGE;;
2023-06-15;pluie/éclaircie;3.0;21.0;;pluie/éclaircie;pluie;éclaircie;;;PLUIE;ECLAIRCIES;;
2023-06-16;couvert/beau;0.0;25.0;;couvert/beau;couvert;beau;;;COUVERT;BEAU;;
2023-06-17;beau;0.0;26.0;;beau;beau;;;;BEAU;;;
2023-06-18;beau/orage;11.0;30.0;;beau/orage;beau;orage;;;BEAU;ORAGE;;
2023-06-19;mitigé/;0.0;27.0;;mitigé/;mitigé;;;;MITIGE;;;
2023-06-20;couvert/beau;0.0;22.0;;couvert/beau;couvert;beau;;;COUVERT;BEAU;;
2023-06-21;lourd;0.0;25.0;;lourd;lourd;;;;CHAUD;;;
2023-06-22;orage;7.0;20.0;;orage;orage;;;;ORAGE;;;
2023-06-23;pluie/éclaircies;6.0;23.0;;pluie/éclaircies;pluie;éclaircies;;;PLUIE;ECLAIRCIES;;
2023-06-24;beau;0.0;28.0;;beau;beau;;;;BEAU;;;
2023-06-25;beau;0.0;28.0;;beau;beau;;;;BEAU;;;
2023-06-26;beau;0.0;32.0;;beau;beau;;;;BEAU;;;
2023-06-27;couvert;0.0;21.0;;couvert;couvert;;;;COUVERT;;;
2023-06-28;nuageux;0.0;27.0;;nuageux;nuageux;;;;COUVERT;;;
2023-06-29;beau;0.0;26.0;;beau;beau;;;;BEAU;;;
2023-06-30;nuageux/orage;13.0;24.0;;nuageux/orage;nuageux;orage;;;COUVERT;ORAGE;;
2023-07-01;pluie/couvert/vent;3.0;19.0;;pluie/couvert/vent;pluie;couvert;vent;;PLUIE;COUVERT;VENT;
2023-07-02;couvert/vent;0.0;22.0;;couvert/vent;couvert;vent;;;COUVERT;VENT;;
2023-07-03;éclaircies;0.0;25.0;;éclaircies;éclaircies;;;;ECLAIRCIES;;;
2023-07-04;couvert/éclaircies;0.0;27.0;;couvert/éclaircies;couvert;éclaircies;;;COUVERT;ECLAIRCIES;;
2023-07-05;lourd/orages;1.0;26.0;;lourd/orages;lourd;orages;;;CHAUD;ORAGE;;
2023-07-06;éclaircies;0.0;27.0;;éclaircies;éclaircies;;;;ECLAIRCIES;;;
2023-07-07;beau/lourd/orageux;0.0;27.0;;beau/lourd/orageux;beau;lourd;orageux;;BEAU;CHAUD;ORAGE;
2023-07-08;beau/orages;6.0;33.0;;beau/orages;beau;orages;;;BEAU;ORAGE;;
2023-07-09;beau;0.0;32.0;;beau;beau;;;;BEAU;;;
2023-07-10;couvert/lourd;0.0;28.0;;couvert/lourd;couvert;lourd;;;COUVERT;CHAUD;;
2023-07-11;beau;0.0;31.0;;beau;beau;;;;BEAU;;;
2023-07-12;beau/orageux;1.0;28.0;;beau/orageux;beau;orageux;;;BEAU;ORAGE;;
2023-07-13;pluie/couvert;1.0;21.0;;pluie/couvert;pluie;couvert;;;PLUIE;COUVERT;;
2023-07-14;bruine/couvert;0.0;23.0;;bruine/couvert;bruine;couvert;;;PLUIE;COUVERT;;
2023-07-15;beau;0.0;31.0;;beau;beau;;;;BEAU;;;
2023-07-16;beau/averses;3.0;30.0;;beau/averses;beau;averses;;;BEAU;PLUIE;;
2023-07-17;mitigé/beau;0.0;27.0;;mitigé/beau;mitigé;beau;;;MITIGE;BEAU;;
2023-07-18;beau;0.0;27.0;;beau;beau;;;;BEAU;;;
2023-07-19;beau;0.0;33.0;;beau;beau;;;;BEAU;;;
2023-07-20;orage/couvert;2.0;24.0;;orage/couvert;orage;couvert;;;ORAGE;COUVERT;;
2023-07-21;beau;0.0;27.0;;beau;beau;;;;BEAU;;;
2023-07-22;couvert/bruine;0.0;19.0;;couvert/bruine;couvert;bruine;;;COUVERT;PLUIE;;
2023-07-23;soleil et qq nuages;0.0;29.0;;soleil/qq nuages;soleil;qq nuages;;;BEAU;NUAGES;;
2023-07-24;beau;0.0;30.0;;beau;beau;;;;BEAU;;;
2023-07-25;couvert/pluie;3.0;21.0;;couvert/pluie;couvert;pluie;;;COUVERT;PLUIE;;
2023-07-26;pluie/couvert/vent;3.0;15.0;;pluie/couvert/vent;pluie;couvert;vent;;PLUIE;COUVERT;VENT;
2023-07-27;beau;0.0;28.0;;beau;beau;;;;BEAU;;;
2023-07-28;beau/orages;16.0;30.0;;beau/orages;beau;orages;;;BEAU;ORAGE;;
2023-07-29;beau;0.0;29.0;;beau;beau;;;;BEAU;;;
2023-07-30;beau/orage;0.0;31.0;;beau/orage;beau;orage;;;BEAU;ORAGE;;
2023-07-31;pluie/couvert;12.0;22.0;;pluie/couvert;pluie;couvert;;;PLUIE;COUVERT;;
2023-08-01;beau;0.0;27.0;;beau;beau;;;;BEAU;;;
2023-08-02;couvert/vent;0.0;24.0;;couvert/vent;couvert;vent;;;COUVERT;VENT;;
2023-08-03;beau/couvert/pluie;3.0;28.0;;beau/couvert/pluie;beau;couvert;pluie;;BEAU;COUVERT;PLUIE;
2023-08-04;bruine/éclaircies;0.0;17.0;;bruine/éclaircies;bruine;éclaircies;;;PLUIE;ECLAIRCIES;;
2023-08-05;giboulées;13.0;18.0;;giboulées;giboulées;;;;PLUIE;;;
2023-08-06;éclaircies;0.0;22.0;;éclaircies;éclaircies;;;;ECLAIRCIES;;;
2023-08-07;bruine/éclaircies/vent;1.0;23.0;;bruine/éclaircies/vent;bruine;éclaircies;vent;;PLUIE;ECLAIRCIES;VENT;
2023-08-08;beau;0.0;23.0;;beau;beau;;;;BEAU;;;
2023-08-09;beau;0.0;28.0;;beau;beau;;;;BEAU;;;
2023-08-10;beau;0.0;30.0;;beau;beau;;;;BEAU;;;
2023-08-11;beau;0.0;30.0;;beau;beau;;;;BEAU;;;
2023-08-12;brumeux/beau;0.0;33.0;;brumeux/beau;brumeux;beau;;;COUVERT;BEAU;;
2023-08-13;beau;0.0;32.0;;beau;beau;;;;BEAU;;;
2023-08-14;voilé;0.0;30.0;;voilé;voilé;;;;COUVERT;;;
2023-08-15;beau/vent;0.0;32.0;;beau/vent;beau;vent;;;BEAU;VENT;;
2023-08-16;pluie fine/couvert;0.5;26.0;;pluie fine/couvert;pluie fine;couvert;;;PLUIE;COUVERT;;
2023-08-17;couvert;0.0;25.0;;couvert;couvert;;;;COUVERT;;;
2023-08-18;bruine le matin;0.0;32.0;;bruine/mitigé;bruine;mitigé;;;PLUIE;MITIGE;;
2023-08-19;voilé/vent;0.0;32.0;;voilé/vent;voilé;vent;;;COUVERT;VENT;;
2023-08-20;vigilance canicule;0.0;34.0;;vigilance canicule;vigilance canicule;;;;CANICULE;;;
2023-08-21;canicule;0.0;37.0;;canicule;canicule;;;;CANICULE;;;
2023-08-22;canicule;0.0;34.0;;canicule;canicule;;;;CANICULE;;;
2023-08-23;canicule;0.0;36.0;;canicule;canicule;;;;CANICULE;;;
2023-08-24;canicule;0.0;40.0;;canicule;canicule;;;;CANICULE;;;
2023-08-25;canicule;0.0;40.5;;canicule;canicule;;;;CANICULE;;;
2023-08-26;pluie/couvert;3.0;23.0;;pluie/couvert;pluie;couvert;;;PLUIE;COUVERT;;
2023-08-27;pluie;8.0;19.0;;pluie;pluie;;;;PLUIE;;;
2023-08-28;pluie/éclaircies;37.0;16.0;;pluie/éclaircies;pluie;éclaircies;;;PLUIE;ECLAIRCIES;;
2023-08-29;pluie/éclaircies;5.0;17.0;;pluie/éclaircies;pluie;éclaircies;;;PLUIE;ECLAIRCIES;;
2023-08-30;éclaircies/vent;0.0;20.0;;éclaircies/vent;éclaircies;vent;;;ECLAIRCIES;VENT;;
2023-08-31;éclaircies/averses;1.0;22.0;;éclaircies/averses;éclaircies;averses;;;ECLAIRCIES;PLUIE;;
2023-09-01;beau;0.0;28.0;;beau;beau;;;;BEAU;;;
2023-09-02;beau;0.0;31.0;;beau;beau;;;;BEAU;;;
2023-09-03;couvert;0.0;22.0;;couvert;couvert;;;;COUVERT;;;
2023-09-04;beau/voilé;0.0;26.0;;beau/voilé;beau;voilé;;;BEAU;COUVERT;;
2023-09-05;voilé/vent;0.0;28.0;;voilé/vent;voilé;vent;;;COUVERT;VENT;;
2023-09-06;voilé;0.0;29.0;;voilé;voilé;;;;COUVERT;;;
2023-09-07;voilé;0.0;27.0;;voilé;voilé;;;;COUVERT;;;
2023-09-08;beau;0.0;30.0;;beau;beau;;;;BEAU;;;
2023-09-09;beau;0.0;29.0;;beau;beau;;;;BEAU;;;
2023-09-10;beau;0.0;30.0;;beau;beau;;;;BEAU;;;
2023-09-11;beau;0.0;30.0;;beau;beau;;;;BEAU;;;
2023-09-12;couvert/éclaircies;0.0;30.0;;couvert/éclaircies;couvert;éclaircies;;;COUVERT;ECLAIRCIES;;
2023-09-13;mitigé/orages;22.0;24.0;;mitigé/orages;mitigé;orages;;;MITIGE;ORAGE;;
2023-09-14;éclaircies;0.0;25.0;;éclaircies;éclaircies;;;;ECLAIRCIES;;;
2023-09-15;beau;0.0;28.0;;beau;beau;;;;BEAU;;;
2023-09-16;beau/orageux/pluie;3.0;28.0;;beau/orageux/pluie;beau;orageux;pluie;;BEAU;ORAGE;PLUIE;
2023-09-17;beau;0.0;28.0;;beau;beau;;;;BEAU;;;
2023-09-18;beau/orages;3.0;25.0;;beau/orages;beau;orages;;;BEAU;ORAGE;;
2023-09-19;beau/orages;6.0;26.0;;beau/orages;beau;orages;;;BEAU;ORAGE;;
2023-09-20;beau;0.0;25.0;;beau;beau;;;;BEAU;;;
2023-09-21;couvert/beau;0.0;27.0;;couvert/beau;couvert;beau;;;COUVERT;BEAU;;
2023-09-22;couvert/pluie;9.0;20.0;;couvert/pluie;couvert;pluie;;;COUVERT;PLUIE;;
2023-09-23;éclaircies/vent;0.0;20.0;;éclaircies/vent;éclaircies;vent;;;ECLAIRCIES;VENT;;
2023-09-24;éclaircies;0.0;23.0;;éclaircies;éclaircies;;;;ECLAIRCIES;;;
2023-09-25;beau;0.0;24.0;;beau;beau;;;;BEAU;;;
2023-09-26;beau;0.0;27.0;;beau;beau;;;;BEAU;;;
2023-09-27;beau;0.0;28.0;;beau;beau;;;;BEAU;;;
2023-09-28;beau;0.0;30.0;;beau;beau;;;;BEAU;;;
2023-09-29;beau;0.0;31.0;;beau;beau;;;;BEAU;;;
2023-09-30;beau;0.0;30.0;;beau;beau;;;;BEAU;;;
2023-10-01;beau;0.0;30.0;;beau;beau;;;;BEAU;;;
2023-10-02;beau;0.0;32.0;;beau;beau;;;;BEAU;;;
2023-10-03;beau/vent;0.0;31.0;;beau/vent;beau;vent;;;BEAU;VENT;;
2023-10-04;couvert;0.0;22.0;;couvert;couvert;;;;COUVERT;;;
2023-10-05;nuageux;0.0;28.0;;nuageux;nuageux;;;;COUVERT;;;
2023-10-06;beau;0.0;28.0;;beau;beau;;;;BEAU;;;
2023-10-07;beau;0.0;28.0;;beau;beau;;;;BEAU;;;
2023-10-08;beau;0.0;30.0;;beau;beau;;;;BEAU;;;
2023-10-09;beau;0.0;29.0;;beau;beau;;;;BEAU;;;
2023-10-10;beau;0.0;29.0;;beau;beau;;;;BEAU;;;
2023-10-11;beau;0.0;30.0;;beau;beau;;;;BEAU;;;
2023-10-12;beau;0.0;31.0;;beau;beau;;;;BEAU;;;
2023-10-13;beau;0.0;30.0;;beau;beau;;;;BEAU;;;
2023-10-14;beau;0.0;29.0;;beau;beau;;;;BEAU;;;
2023-10-15;couvert/pluie;5.0;24.0;;couvert/pluie;couvert;pluie;;;COUVERT;PLUIE;;
2023-10-16;éclaircies;0.0;19.0;;éclaircies;éclaircies;;;;ECLAIRCIES;;;
2023-10-17;éclaircies;0.0;19.0;;éclaircies;éclaircies;;;;ECLAIRCIES;;;
2023-10-18;beau/vent;0.0;26.0;;beau/vent;beau;vent;;;BEAU;VENT;;
2023-10-19;couvert/pluie;3.0;26.0;;couvert/pluie;couvert;pluie;;;COUVERT;PLUIE;;
2023-10-20;couvert/pluie;13.0;25.0;;couvert/pluie;couvert;pluie;;;COUVERT;PLUIE;;
2023-10-21;éclaircies/pluie;3.0;20.0;;éclaircies/pluie;éclaircies;pluie;;;ECLAIRCIES;PLUIE;;
2023-10-22;beau;0.0;19.0;;beau;beau;;;;BEAU;;;
2023-10-23;maussade;0.0;15.0;;maussade;maussade;;;;AUTRE/NON CLASSE;;;
2023-10-24;éclaircies;0.0;20.0;;éclaircies;éclaircies;;;;ECLAIRCIES;;;
2023-10-25;pluie/éclaircies;0.0;20.0;;pluie/éclaircies;pluie;éclaircies;;;PLUIE;ECLAIRCIES;;
